9.08446e-06	8.63791e-09
9.0891e-06	4.96772e-09
9.09917e-06	5.25281e-11
9.11322e-06	-1.69098e-09
9.12534e-06	2.6351e-10
9.1352e-06	3.40688e-10
9.14678e-06	-2.40892e-10
9.15796e-06	1.45619e-10
9.16905e-06	-3.8215e-11
9.18033e-06	4.16083e-11
9.19149e-06	6.53579e-12
9.20276e-06	2.30201e-11
9.21397e-06	1.46698e-11
9.22524e-06	1.93271e-11
9.2365e-06	1.65965e-11
9.24779e-06	1.83739e-11
9.25908e-06	1.72316e-11
9.2704e-06	1.80772e-11
9.28172e-06	1.75123e-11
9.29306e-06	1.7981e-11
9.30441e-06	1.7671e-11
9.31577e-06	1.79628e-11
9.32715e-06	1.77795e-11
9.33855e-06	1.79786e-11
9.34995e-06	1.78666e-11
9.36137e-06	1.80098e-11
9.37281e-06	1.79408e-11
9.38426e-06	1.80517e-11
9.39572e-06	1.80104e-11
9.4072e-06	1.80981e-11
9.41869e-06	1.80743e-11
9.4302e-06	1.8147e-11
9.44171e-06	1.81359e-11
9.45325e-06	1.81984e-11
9.46479e-06	1.81976e-11
9.47636e-06	1.82524e-11
9.48793e-06	1.8257e-11
9.49952e-06	1.83056e-11
9.51113e-06	1.83171e-11
9.52274e-06	1.83622e-11
9.53438e-06	1.83766e-11
9.54602e-06	1.84171e-11
9.55768e-06	1.8436e-11
9.56936e-06	1.84748e-11
9.58105e-06	1.84946e-11
9.59275e-06	1.85303e-11
9.60447e-06	1.85532e-11
9.6162e-06	1.85893e-11
9.62795e-06	1.86133e-11
9.63971e-06	1.86474e-11
9.65148e-06	1.86725e-11
9.66327e-06	1.87049e-11
9.67508e-06	1.87328e-11
9.68689e-06	1.8764e-11
9.69873e-06	1.87908e-11
9.71057e-06	1.88217e-11
9.72244e-06	1.88507e-11
9.73431e-06	1.88814e-11
9.7462e-06	1.89114e-11
9.75811e-06	1.89423e-11
9.77003e-06	1.89726e-11
9.78196e-06	1.90007e-11
9.79391e-06	1.9031e-11
9.80587e-06	1.90596e-11
9.81785e-06	1.9092e-11
9.82985e-06	1.91203e-11
9.84185e-06	1.91523e-11
9.85387e-06	1.91809e-11
9.86591e-06	1.92126e-11
9.87796e-06	1.92418e-11
9.89003e-06	1.92752e-11
9.90211e-06	1.93042e-11
9.91421e-06	1.93375e-11
9.92632e-06	1.93651e-11
9.93844e-06	1.9399e-11
9.95058e-06	1.94277e-11
9.96274e-06	1.94611e-11
9.97491e-06	1.94873e-11
9.98709e-06	1.95213e-11
9.99929e-06	1.95506e-11
1.00115e-05	1.95859e-11
1.00237e-05	1.96139e-11
1.0036e-05	1.96481e-11
1.00482e-05	1.96762e-11
1.00605e-05	1.97124e-11
1.00728e-05	1.97397e-11
1.00851e-05	1.97736e-11
1.00974e-05	1.98012e-11
1.01098e-05	1.98372e-11
1.01221e-05	1.98656e-11
1.01345e-05	1.99014e-11
1.01469e-05	1.99298e-11
1.01592e-05	1.99665e-11
1.01717e-05	1.99936e-11
1.01841e-05	2.00288e-11
1.01965e-05	2.00554e-11
1.0209e-05	2.00932e-11
1.02214e-05	2.01214e-11
1.02339e-05	2.01586e-11
1.02464e-05	2.01869e-11
1.02589e-05	2.02231e-11
1.02715e-05	2.02521e-11
1.0284e-05	2.02904e-11
1.02966e-05	2.0319e-11
1.03092e-05	2.03568e-11
1.03218e-05	2.03845e-11
1.03344e-05	2.04215e-11
1.0347e-05	2.04501e-11
1.03596e-05	2.04881e-11
1.03723e-05	2.0516e-11
1.0385e-05	2.05538e-11
1.03976e-05	2.0583e-11
1.04103e-05	2.06221e-11
1.04231e-05	2.06508e-11
1.04358e-05	2.06885e-11
1.04485e-05	2.07164e-11
1.04613e-05	2.07558e-11
1.04741e-05	2.07856e-11
1.04869e-05	2.08233e-11
1.04997e-05	2.0852e-11
1.05125e-05	2.08908e-11
1.05254e-05	2.09205e-11
1.05382e-05	2.09594e-11
1.05511e-05	2.0989e-11
1.0564e-05	2.10279e-11
1.05769e-05	2.10581e-11
1.05898e-05	2.10969e-11
1.06027e-05	2.11251e-11
1.06157e-05	2.1165e-11
1.06286e-05	2.11956e-11
1.06416e-05	2.1235e-11
1.06546e-05	2.12638e-11
1.06676e-05	2.13031e-11
1.06807e-05	2.13343e-11
1.06937e-05	2.1375e-11
1.07068e-05	2.14053e-11
1.07199e-05	2.14458e-11
1.0733e-05	2.14755e-11
1.07461e-05	2.15159e-11
1.07592e-05	2.15461e-11
1.07723e-05	2.15871e-11
1.07855e-05	2.16171e-11
1.07987e-05	2.16573e-11
1.08119e-05	2.16888e-11
1.08251e-05	2.17296e-11
1.08383e-05	2.17601e-11
1.08515e-05	2.18012e-11
1.08648e-05	2.18317e-11
1.08781e-05	2.18739e-11
1.08913e-05	2.19057e-11
1.09046e-05	2.19466e-11
1.0918e-05	2.19766e-11
1.09313e-05	2.20177e-11
1.09447e-05	2.20505e-11
1.0958e-05	2.2092e-11
1.09714e-05	2.21231e-11
1.09848e-05	2.2165e-11
1.09982e-05	2.21976e-11
1.10117e-05	2.22391e-11
1.10251e-05	2.22711e-11
1.10386e-05	2.23132e-11
1.10521e-05	2.2346e-11
1.10656e-05	2.2388e-11
1.10791e-05	2.24201e-11
1.10926e-05	2.2463e-11
1.11062e-05	2.24956e-11
1.11197e-05	2.25378e-11
1.11333e-05	2.25694e-11
1.11469e-05	2.26131e-11
1.11605e-05	2.26456e-11
1.11742e-05	2.26902e-11
1.11878e-05	2.2723e-11
1.12015e-05	2.2765e-11
1.12152e-05	2.27978e-11
1.12289e-05	2.28415e-11
1.12426e-05	2.28743e-11
1.12563e-05	2.29188e-11
1.12701e-05	2.29514e-11
1.12838e-05	2.29957e-11
1.12976e-05	2.30291e-11
1.13114e-05	2.30729e-11
1.13252e-05	2.31075e-11
1.13391e-05	2.31515e-11
1.13529e-05	2.31844e-11
1.13668e-05	2.32288e-11
1.13807e-05	2.32633e-11
1.13946e-05	2.33079e-11
1.14085e-05	2.33406e-11
1.14224e-05	2.33853e-11
1.14364e-05	2.34215e-11
1.14504e-05	2.34668e-11
1.14643e-05	2.35009e-11
1.14783e-05	2.35449e-11
1.14924e-05	2.35789e-11
1.15064e-05	2.36245e-11
1.15205e-05	2.36587e-11
1.15345e-05	2.37058e-11
1.15486e-05	2.37397e-11
1.15627e-05	2.37855e-11
1.15768e-05	2.38191e-11
1.1591e-05	2.38655e-11
1.16051e-05	2.39002e-11
1.16193e-05	2.39466e-11
1.16335e-05	2.39829e-11
1.16477e-05	2.40287e-11
1.1662e-05	2.40648e-11
1.16762e-05	2.41111e-11
1.16905e-05	2.41475e-11
1.17047e-05	2.41938e-11
1.1719e-05	2.42295e-11
1.17334e-05	2.42772e-11
1.17477e-05	2.43131e-11
1.1762e-05	2.43601e-11
1.17764e-05	2.43972e-11
